create_at;id;id_name;content;type;name;
2024-04-17 06:41:55;1904258;27;0;6;ID касеты день;
2024-04-17 06:41:55;1904259;28;0;6;ID касеты номер;
2024-04-17 07:26:27;1907596;25;2024;6;ID касеты год;
2024-04-17 07:26:27;1907597;26;4;6;ID касеты месяц;
2024-04-17 07:26:27;1907598;27;12;6;ID касеты день;
2024-04-17 07:26:27;1907599;28;3;6;ID касеты номер;
2024-04-17 07:26:36;1907610;19;true;1;Работа;
2024-04-17 07:28:41;1907754;19;false;1;Работа;
2024-04-17 07:44:15;1908936;27;14;6;ID касеты день;
2024-04-17 07:44:15;1908937;28;7;6;ID касеты номер;
2024-04-17 07:44:23;1908946;19;true;1;Работа;
2024-04-17 07:52:16;1909527;19;true;1;Работа;
2024-04-17 07:52:16;1909528;20;false;1;Авария процесса;
2024-04-17 07:52:16;1909529;21;false;1;Окончание процесса;
2024-04-17 07:52:16;1909530;25;2024;6;ID касеты год;
2024-04-17 07:52:16;1909531;26;4;6;ID касеты месяц;
2024-04-17 07:52:16;1909532;27;14;6;ID касеты день;
2024-04-17 07:52:16;1909533;28;7;6;ID касеты номер;
2024-04-17 07:54:24;1909799;19;true;1;Работа;
2024-04-17 07:54:24;1909800;20;false;1;Авария процесса;
2024-04-17 07:54:24;1909801;21;false;1;Окончание процесса;
2024-04-17 07:54:24;1909802;25;2024;6;ID касеты год;
2024-04-17 07:54:24;1909803;26;4;6;ID касеты месяц;
2024-04-17 07:54:24;1909804;27;14;6;ID касеты день;
2024-04-17 07:54:24;1909805;28;7;6;ID касеты номер;
2024-04-17 08:03:51;1910633;19;true;1;Работа;
2024-04-17 08:03:51;1910634;20;false;1;Авария процесса;
2024-04-17 08:03:51;1910635;21;false;1;Окончание процесса;
2024-04-17 08:03:51;1910636;25;2024;6;ID касеты год;
2024-04-17 08:03:51;1910637;26;4;6;ID касеты месяц;
2024-04-17 08:03:51;1910638;27;14;6;ID касеты день;
2024-04-17 08:03:51;1910639;28;7;6;ID касеты номер;
2024-04-17 08:05:50;1910871;25;0;6;ID касеты год;
2024-04-17 08:05:50;1910872;26;0;6;ID касеты месяц;
2024-04-17 08:05:50;1910873;27;0;6;ID касеты день;
2024-04-17 08:05:50;1910874;28;0;6;ID касеты номер;
2024-04-17 08:05:54;1910881;20;true;1;Авария процесса;
2024-04-17 08:09:59;1911224;20;false;1;Авария процесса;
2024-04-17 08:17:40;1911835;19;true;1;Работа;
2024-04-17 08:17:40;1911836;20;false;1;Авария процесса;
2024-04-17 08:17:40;1911837;21;false;1;Окончание процесса;
2024-04-17 08:17:40;1911838;25;0;6;ID касеты год;
2024-04-17 08:17:40;1911839;26;0;6;ID касеты месяц;
2024-04-17 08:17:40;1911840;27;0;6;ID касеты день;
2024-04-17 08:17:40;1911841;28;0;6;ID касеты номер;
2024-04-17 08:18:20;1911976;20;true;1;Авария процесса;
2024-04-17 08:19:34;1912094;20;false;1;Авария процесса;
2024-04-17 08:25:36;1912596;20;true;1;Авария процесса;
2024-04-17 08:30:56;1913033;20;false;1;Авария процесса;
2024-04-17 08:41:07;1913831;20;true;1;Авария процесса;
2024-04-17 08:43:08;1913936;20;false;1;Авария процесса;
2024-04-17 08:47:47;1914340;20;true;1;Авария процесса;
2024-04-17 08:49:28;1914477;20;false;1;Авария процесса;
2024-04-17 08:54:19;1914823;19;true;1;Работа;
2024-04-17 08:54:19;1914824;20;false;1;Авария процесса;
2024-04-17 08:54:19;1914825;21;false;1;Окончание процесса;
2024-04-17 08:54:19;1914826;25;0;6;ID касеты год;
2024-04-17 08:54:19;1914827;26;0;6;ID касеты месяц;
2024-04-17 08:54:19;1914828;27;0;6;ID касеты день;
2024-04-17 08:54:19;1914829;28;0;6;ID касеты номер;
2024-04-17 10:42:15;1914961;19;true;1;Работа;
2024-04-17 10:42:15;1914962;20;false;1;Авария процесса;
2024-04-17 10:42:15;1914963;21;false;1;Окончание процесса;
2024-04-17 10:42:15;1914964;25;0;6;ID касеты год;
2024-04-17 10:42:15;1914965;26;0;6;ID касеты месяц;
2024-04-17 10:42:15;1914966;27;0;6;ID касеты день;
2024-04-17 10:42:15;1914967;28;0;6;ID касеты номер;
2024-04-17 11:31:42;1918874;19;true;1;Работа;
2024-04-17 11:31:42;1918875;20;false;1;Авария процесса;
2024-04-17 11:31:42;1918876;21;false;1;Окончание процесса;
2024-04-17 11:31:42;1918877;25;0;6;ID касеты год;
2024-04-17 11:31:42;1918878;26;0;6;ID касеты месяц;
2024-04-17 11:31:42;1918879;27;0;6;ID касеты день;
2024-04-17 11:31:42;1918880;28;0;6;ID касеты номер;
2024-04-17 12:06:50;1921504;20;true;1;Авария процесса;
2024-04-17 12:11:31;1921938;19;true;1;Работа;
2024-04-17 12:11:31;1921939;20;true;1;Авария процесса;
2024-04-17 12:11:31;1921940;21;false;1;Окончание процесса;
2024-04-17 12:11:31;1921941;25;0;6;ID касеты год;
2024-04-17 12:11:31;1921942;26;0;6;ID касеты месяц;
2024-04-17 12:11:31;1921943;27;0;6;ID касеты день;
2024-04-17 12:11:31;1921944;28;0;6;ID касеты номер;
2024-04-17 12:12:35;1922104;19;true;1;Работа;
2024-04-17 12:12:35;1922105;20;true;1;Авария процесса;
2024-04-17 12:12:35;1922106;21;false;1;Окончание процесса;
2024-04-17 12:12:35;1922107;25;0;6;ID касеты год;
2024-04-17 12:12:35;1922108;26;0;6;ID касеты месяц;
2024-04-17 12:12:35;1922109;27;0;6;ID касеты день;
2024-04-17 12:12:35;1922110;28;0;6;ID касеты номер;
2024-04-17 12:14:02;1922263;20;false;1;Авария процесса;
2024-04-17 13:02:54;1925847;19;true;1;Работа;
2024-04-17 13:02:54;1925848;20;false;1;Авария процесса;
2024-04-17 13:02:54;1925849;21;false;1;Окончание процесса;
2024-04-17 13:02:54;1925850;25;0;6;ID касеты год;
2024-04-17 13:02:54;1925851;26;0;6;ID касеты месяц;
2024-04-17 13:02:54;1925852;27;0;6;ID касеты день;
2024-04-17 13:02:54;1925853;28;0;6;ID касеты номер;
2024-04-17 13:04:23;1926047;19;true;1;Работа;
2024-04-17 13:04:23;1926048;20;false;1;Авария процесса;
2024-04-17 13:04:23;1926049;21;false;1;Окончание процесса;
2024-04-17 13:04:23;1926050;25;0;6;ID касеты год;
2024-04-17 13:04:23;1926051;26;0;6;ID касеты месяц;
2024-04-17 13:04:23;1926052;27;0;6;ID касеты день;
2024-04-17 13:04:23;1926053;28;0;6;ID касеты номер;
2024-04-17 13:06:04;1926268;19;true;1;Работа;
2024-04-17 13:06:04;1926269;20;false;1;Авария процесса;
2024-04-17 13:06:04;1926270;21;false;1;Окончание процесса;
2024-04-17 13:06:04;1926271;25;0;6;ID касеты год;
2024-04-17 13:06:04;1926272;26;0;6;ID касеты месяц;
2024-04-17 13:06:04;1926273;27;0;6;ID касеты день;
2024-04-17 13:06:04;1926274;28;0;6;ID касеты номер;
2024-04-17 13:09:24;1926592;19;true;1;Работа;
2024-04-17 13:09:24;1926593;20;false;1;Авария процесса;
2024-04-17 13:09:24;1926594;21;false;1;Окончание процесса;
2024-04-17 13:09:24;1926595;25;0;6;ID касеты год;
2024-04-17 13:09:24;1926596;26;0;6;ID касеты месяц;
2024-04-17 13:09:24;1926597;27;0;6;ID касеты день;
2024-04-17 13:09:24;1926598;28;0;6;ID касеты номер;
2024-04-17 13:13:07;1927012;19;true;1;Работа;
2024-04-17 13:13:07;1927013;20;false;1;Авария процесса;
2024-04-17 13:13:07;1927014;21;false;1;Окончание процесса;
2024-04-17 13:13:07;1927015;25;0;6;ID касеты год;
2024-04-17 13:13:07;1927016;26;0;6;ID касеты месяц;
2024-04-17 13:13:07;1927017;27;0;6;ID касеты день;
2024-04-17 13:13:07;1927018;28;0;6;ID касеты номер;
2024-04-17 13:30:08;1928251;19;false;1;Работа;
2024-04-17 13:30:08;1928252;21;true;1;Окончание процесса;
2024-04-17 14:06:22;1931312;21;false;1;Окончание процесса;
2024-04-17 14:08:19;1931486;25;2024;6;ID касеты год;
2024-04-17 14:08:19;1931487;26;4;6;ID касеты месяц;
2024-04-17 14:08:19;1931488;27;17;6;ID касеты день;
2024-04-17 14:08:19;1931489;28;6;6;ID касеты номер;
2024-04-17 14:08:27;1931502;19;true;1;Работа;
2024-04-17 14:08:55;1931548;26;0;6;ID касеты месяц;
2024-04-17 14:08:55;1931549;27;0;6;ID касеты день;
2024-04-17 14:08:55;1931550;28;0;6;ID касеты номер;
2024-04-17 14:08:56;1931551;25;0;6;ID касеты год;
2024-04-17 14:08:57;1931559;20;true;1;Авария процесса;
2024-04-17 14:09:27;1931603;19;false;1;Работа;
2024-04-17 14:09:28;1931604;20;false;1;Авария процесса;
2024-04-17 14:09:30;1931605;25;2024;6;ID касеты год;
2024-04-17 14:09:31;1931606;26;4;6;ID касеты месяц;
2024-04-17 14:09:31;1931607;27;17;6;ID касеты день;
2024-04-17 14:09:31;1931608;28;6;6;ID касеты номер;
2024-04-17 14:09:37;1931628;19;true;1;Работа;
2024-04-17 19:14:50;1955690;19;false;1;Работа;
2024-04-17 19:14:50;1955691;21;true;1;Окончание процесса;
2024-04-17 19:14:50;1955692;25;0;6;ID касеты год;
2024-04-17 19:14:50;1955693;26;0;6;ID касеты месяц;
2024-04-17 19:14:50;1955694;27;0;6;ID касеты день;
2024-04-17 19:14:50;1955695;28;0;6;ID касеты номер;
2024-04-17 19:39:31;1957820;21;false;1;Окончание процесса;
2024-04-17 19:39:39;1957829;25;2024;6;ID касеты год;
2024-04-17 19:39:39;1957830;26;4;6;ID касеты месяц;
2024-04-17 19:39:39;1957831;27;17;6;ID касеты день;
2024-04-17 19:39:39;1957833;28;10;6;ID касеты номер;
2024-04-17 19:40:11;1957860;19;true;1;Работа;
2024-04-18 00:11:22;1979011;19;false;1;Работа;
2024-04-18 00:11:26;1979015;19;true;1;Работа;
2024-04-18 00:40:20;1981134;25;0;6;ID касеты год;
2024-04-18 00:40:20;1981135;26;0;6;ID касеты месяц;
2024-04-18 00:40:20;1981136;27;0;6;ID касеты день;
2024-04-18 00:40:20;1981137;28;0;6;ID касеты номер;
2024-04-18 00:40:22;1981139;19;false;1;Работа;
2024-04-18 00:40:22;1981140;21;true;1;Окончание процесса;
2024-04-18 02:10:38;1988221;21;false;1;Окончание процесса;
2024-04-18 02:10:47;1988229;25;2024;6;ID касеты год;
2024-04-18 02:10:48;1988233;26;4;6;ID касеты месяц;
2024-04-18 02:10:48;1988234;27;17;6;ID касеты день;
2024-04-18 02:10:48;1988235;28;7;6;ID касеты номер;
2024-04-18 02:10:53;1988242;19;true;1;Работа;
2024-04-18 07:20:46;2011702;28;0;6;ID касеты номер;
2024-04-18 07:20:47;2011703;25;0;6;ID касеты год;
2024-04-18 07:20:47;2011704;26;0;6;ID касеты месяц;
2024-04-18 07:20:47;2011705;27;0;6;ID касеты день;
2024-04-18 07:20:51;2011711;21;true;1;Окончание процесса;
2024-04-18 07:20:52;2011715;19;false;1;Работа;
2024-04-18 07:30:52;2012552;21;false;1;Окончание процесса;
2024-04-18 08:01:09;2015061;25;2024;6;ID касеты год;
2024-04-18 08:01:09;2015062;26;4;6;ID касеты месяц;
2024-04-18 08:01:09;2015063;27;18;6;ID касеты день;
2024-04-18 08:01:09;2015064;28;5;6;ID касеты номер;
2024-04-18 08:01:25;2015084;19;true;1;Работа;
2024-04-18 13:06:07;2038879;27;0;6;ID касеты день;
2024-04-18 13:06:08;2038880;25;0;6;ID касеты год;
2024-04-18 13:06:08;2038881;26;0;6;ID касеты месяц;
2024-04-18 13:06:08;2038882;28;0;6;ID касеты номер;
2024-04-18 13:06:11;2038890;19;false;1;Работа;
2024-04-18 13:06:11;2038891;21;true;1;Окончание процесса;
2024-04-18 14:08:54;2043758;21;false;1;Окончание процесса;
2024-04-18 14:08:58;2043766;25;2024;6;ID касеты год;
2024-04-18 14:08:58;2043767;26;4;6;ID касеты месяц;
2024-04-18 14:08:58;2043768;27;18;6;ID касеты день;
2024-04-18 14:08:58;2043769;28;5;6;ID касеты номер;
2024-04-18 14:09:02;2043773;28;4;6;ID касеты номер;
2024-04-18 14:09:09;2043779;19;true;1;Работа;
2024-04-18 16:06:43;2051218;19;true;1;Работа;
2024-04-18 16:06:43;2051219;20;false;1;Авария процесса;
2024-04-18 16:06:43;2051220;21;false;1;Окончание процесса;
2024-04-18 16:06:43;2051221;25;2024;6;ID касеты год;
2024-04-18 16:06:43;2051222;26;4;6;ID касеты месяц;
2024-04-18 16:06:43;2051223;27;18;6;ID касеты день;
2024-04-18 16:06:43;2051224;28;4;6;ID касеты номер;
2024-04-18 16:28:22;2052890;19;true;1;Работа;
2024-04-18 16:28:22;2052891;20;false;1;Авария процесса;
2024-04-18 16:28:22;2052892;21;false;1;Окончание процесса;
2024-04-18 16:28:22;2052893;25;2024;6;ID касеты год;
2024-04-18 16:28:22;2052894;26;4;6;ID касеты месяц;
2024-04-18 16:28:22;2052895;27;18;6;ID касеты день;
2024-04-18 16:28:22;2052896;28;4;6;ID касеты номер;
2024-04-18 16:29:46;2053088;25;0;6;ID касеты год;
2024-04-18 16:29:46;2053089;26;0;6;ID касеты месяц;
2024-04-18 16:29:46;2053090;27;0;6;ID касеты день;
2024-04-18 16:29:46;2053091;28;0;6;ID касеты номер;
2024-04-18 16:29:50;2053106;20;true;1;Авария процесса;
2024-04-18 16:30:45;2053191;20;false;1;Авария процесса;
2024-04-18 16:31:35;2053255;20;true;1;Авария процесса;
2024-04-18 16:31:40;2053264;20;false;1;Авария процесса;
2024-04-18 16:32:06;2053301;20;true;1;Авария процесса;
2024-04-18 16:32:11;2053311;20;false;1;Авария процесса;
2024-04-18 16:32:21;2053342;19;false;1;Работа;
2024-04-18 16:33:25;2053458;19;false;1;Работа;
2024-04-18 16:33:25;2053459;20;false;1;Авария процесса;
2024-04-18 16:33:25;2053460;21;false;1;Окончание процесса;
2024-04-18 16:33:25;2053461;25;0;6;ID касеты год;
2024-04-18 16:33:25;2053462;26;0;6;ID касеты месяц;
2024-04-18 16:33:25;2053463;27;0;6;ID касеты день;
2024-04-18 16:33:25;2053464;28;0;6;ID касеты номер;
2024-04-18 16:39:10;2053959;19;false;1;Работа;
2024-04-18 16:39:10;2053960;20;false;1;Авария процесса;
2024-04-18 16:39:10;2053961;21;false;1;Окончание процесса;
2024-04-18 16:39:10;2053962;25;0;6;ID касеты год;
2024-04-18 16:39:10;2053963;26;0;6;ID касеты месяц;
2024-04-18 16:39:10;2053964;27;0;6;ID касеты день;
2024-04-18 16:39:10;2053965;28;0;6;ID касеты номер;
2024-04-18 16:44:55;2054585;19;false;1;Работа;
2024-04-18 16:44:55;2054586;20;false;1;Авария процесса;
2024-04-18 16:44:55;2054587;21;false;1;Окончание процесса;
2024-04-18 16:44:55;2054588;25;0;6;ID касеты год;
2024-04-18 16:44:55;2054589;26;0;6;ID касеты месяц;
2024-04-18 16:44:55;2054590;27;0;6;ID касеты день;
2024-04-18 16:44:55;2054591;28;0;6;ID касеты номер;
2024-04-18 16:50:46;2055081;19;false;1;Работа;
2024-04-18 16:50:46;2055082;20;false;1;Авария процесса;
2024-04-18 16:50:46;2055083;21;false;1;Окончание процесса;
2024-04-18 16:50:46;2055084;25;0;6;ID касеты год;
2024-04-18 16:50:46;2055085;26;0;6;ID касеты месяц;
2024-04-18 16:50:46;2055086;27;0;6;ID касеты день;
2024-04-18 16:50:46;2055087;28;0;6;ID касеты номер;
2024-04-18 16:52:57;2055356;19;false;1;Работа;
2024-04-18 16:52:57;2055357;20;false;1;Авария процесса;
2024-04-18 16:52:57;2055358;21;false;1;Окончание процесса;
2024-04-18 16:52:57;2055359;25;0;6;ID касеты год;
2024-04-18 16:52:57;2055360;26;0;6;ID касеты месяц;
2024-04-18 16:52:57;2055361;27;0;6;ID касеты день;
2024-04-18 16:52:57;2055362;28;0;6;ID касеты номер;
2024-04-18 16:59:55;2055924;19;false;1;Работа;
2024-04-18 16:59:55;2055925;20;false;1;Авария процесса;
2024-04-18 16:59:55;2055926;21;false;1;Окончание процесса;
2024-04-18 16:59:55;2055927;25;0;6;ID касеты год;
2024-04-18 16:59:55;2055928;26;0;6;ID касеты месяц;
2024-04-18 16:59:55;2055929;27;0;6;ID касеты день;
2024-04-18 16:59:55;2055930;28;0;6;ID касеты номер;
2024-04-18 17:04:42;2056442;25;2024;6;ID касеты год;
2024-04-18 17:04:42;2056443;26;4;6;ID касеты месяц;
2024-04-18 17:04:42;2056444;27;18;6;ID касеты день;
2024-04-18 17:04:42;2056445;28;4;6;ID касеты номер;
2024-04-18 17:04:53;2056457;19;true;1;Работа;
2024-04-18 17:05:18;2056482;20;true;1;Авария процесса;
2024-04-18 17:05:18;2056483;25;0;6;ID касеты год;
2024-04-18 17:05:18;2056484;26;0;6;ID касеты месяц;
2024-04-18 17:05:18;2056485;27;0;6;ID касеты день;
2024-04-18 17:05:18;2056486;28;0;6;ID касеты номер;
2024-04-18 17:06:31;2056575;19;true;1;Работа;
2024-04-18 17:06:31;2056576;20;false;1;Авария процесса;
2024-04-18 17:06:31;2056577;21;false;1;Окончание процесса;
2024-04-18 17:06:31;2056578;25;0;6;ID касеты год;
2024-04-18 17:06:31;2056579;26;0;6;ID касеты месяц;
2024-04-18 17:06:31;2056580;27;0;6;ID касеты день;
2024-04-18 17:06:31;2056581;28;0;6;ID касеты номер;
2024-04-18 17:06:43;2056672;20;true;1;Авария процесса;
2024-04-18 17:07:14;2056699;20;false;1;Авария процесса;
2024-04-18 17:07:34;2056716;20;true;1;Авария процесса;
2024-04-18 17:07:39;2056723;19;false;1;Работа;
2024-04-18 17:07:39;2056724;20;false;1;Авария процесса;
2024-04-18 17:19:32;2057633;19;false;1;Работа;
2024-04-18 17:19:32;2057634;20;false;1;Авария процесса;
2024-04-18 17:19:32;2057635;21;false;1;Окончание процесса;
2024-04-18 17:19:32;2057636;25;0;6;ID касеты год;
2024-04-18 17:19:32;2057637;26;0;6;ID касеты месяц;
2024-04-18 17:19:32;2057638;27;0;6;ID касеты день;
2024-04-18 17:19:32;2057639;28;0;6;ID касеты номер;
2024-04-18 17:21:26;2057905;19;false;1;Работа;
2024-04-18 17:21:26;2057906;20;false;1;Авария процесса;
2024-04-18 17:21:26;2057907;21;false;1;Окончание процесса;
2024-04-18 17:21:26;2057908;25;0;6;ID касеты год;
2024-04-18 17:21:26;2057909;26;0;6;ID касеты месяц;
2024-04-18 17:21:26;2057910;27;0;6;ID касеты день;
2024-04-18 17:21:26;2057911;28;0;6;ID касеты номер;
2024-04-18 17:23:53;2058214;19;false;1;Работа;
2024-04-18 17:23:53;2058215;20;false;1;Авария процесса;
2024-04-18 17:23:53;2058216;21;false;1;Окончание процесса;
2024-04-18 17:23:53;2058217;25;0;6;ID касеты год;
2024-04-18 17:23:53;2058218;26;0;6;ID касеты месяц;
2024-04-18 17:23:53;2058219;27;0;6;ID касеты день;
2024-04-18 17:23:53;2058220;28;0;6;ID касеты номер;
2024-04-19 13:55:53;2147345;25;2024;6;ID касеты год;
2024-04-19 13:55:53;2147346;26;4;6;ID касеты месяц;
2024-04-19 13:55:53;2147347;27;19;6;ID касеты день;
2024-04-19 13:55:53;2147348;28;9;6;ID касеты номер;
2024-04-19 13:56:00;2147352;19;true;1;Работа;
2024-04-19 13:56:28;2147373;25;0;6;ID касеты год;
2024-04-19 13:56:28;2147375;26;0;6;ID касеты месяц;
2024-04-19 13:56:28;2147376;27;0;6;ID касеты день;
2024-04-19 13:56:28;2147377;28;0;6;ID касеты номер;
2024-04-19 13:56:30;2147378;20;true;1;Авария процесса;
2024-04-19 13:56:50;2147393;19;false;1;Работа;
2024-04-19 13:56:50;2147394;20;false;1;Авария процесса;
2024-04-19 13:56:53;2147396;25;2024;6;ID касеты год;
2024-04-19 13:56:53;2147397;26;4;6;ID касеты месяц;
2024-04-19 13:56:53;2147398;27;19;6;ID касеты день;
2024-04-19 13:56:54;2147400;28;4;6;ID касеты номер;
2024-04-19 13:57:00;2147406;19;true;1;Работа;
2024-04-19 13:57:23;2147424;28;0;6;ID касеты номер;
2024-04-19 13:57:24;2147425;25;0;6;ID касеты год;
2024-04-19 13:57:24;2147426;26;0;6;ID касеты месяц;
2024-04-19 13:57:24;2147427;27;0;6;ID касеты день;
2024-04-19 13:57:26;2147429;20;true;1;Авария процесса;
2024-04-19 13:57:30;2147438;19;false;1;Работа;
2024-04-19 13:57:35;2147454;20;false;1;Авария процесса;
2024-04-19 14:40:23;2150603;25;2024;6;ID касеты год;
2024-04-19 14:40:23;2150604;26;4;6;ID касеты месяц;
2024-04-19 14:40:23;2150606;27;19;6;ID касеты день;
2024-04-19 14:40:23;2150607;28;9;6;ID касеты номер;
2024-04-19 14:40:27;2150620;19;true;1;Работа;
2024-04-19 14:40:41;2150638;25;0;6;ID касеты год;
2024-04-19 14:40:41;2150639;26;0;6;ID касеты месяц;
2024-04-19 14:40:41;2150640;27;0;6;ID касеты день;
2024-04-19 14:40:41;2150641;28;0;6;ID касеты номер;
2024-04-19 14:40:43;2150642;20;true;1;Авария процесса;
2024-04-19 14:41:13;2150681;19;false;1;Работа;
2024-04-19 14:41:13;2150682;20;false;1;Авария процесса;
2024-04-19 14:44:03;2150909;28;9;6;ID касеты номер;
2024-04-19 14:44:04;2150910;25;2024;6;ID касеты год;
2024-04-19 14:44:04;2150911;26;4;6;ID касеты месяц;
2024-04-19 14:44:04;2150912;27;19;6;ID касеты день;
2024-04-19 14:44:08;2150918;19;true;1;Работа;
2024-04-19 14:44:35;2150949;25;0;6;ID касеты год;
2024-04-19 14:44:35;2150950;26;0;6;ID касеты месяц;
2024-04-19 14:44:35;2150951;27;0;6;ID касеты день;
2024-04-19 14:44:35;2150952;28;0;6;ID касеты номер;
2024-04-19 14:44:38;2150957;20;true;1;Авария процесса;
2024-04-19 14:44:43;2150967;19;false;1;Работа;
2024-04-19 14:44:49;2150972;20;false;1;Авария процесса;
2024-04-19 14:44:49;2150973;27;19;6;ID касеты день;
2024-04-19 14:44:49;2150974;28;9;6;ID касеты номер;
2024-04-19 14:44:50;2150975;25;2024;6;ID касеты год;
2024-04-19 14:44:50;2150976;26;4;6;ID касеты месяц;
2024-04-19 14:44:53;2150982;19;true;1;Работа;
2024-04-19 14:45:19;2151005;25;0;6;ID касеты год;
2024-04-19 14:45:19;2151006;26;0;6;ID касеты месяц;
2024-04-19 14:45:19;2151007;27;0;6;ID касеты день;
2024-04-19 14:45:20;2151008;28;0;6;ID касеты номер;
2024-04-19 14:45:22;2151012;20;true;1;Авария процесса;
2024-04-19 14:45:27;2151017;19;false;1;Работа;
2024-04-19 14:45:27;2151018;20;false;1;Авария процесса;
2024-04-19 14:45:29;2151019;25;2024;6;ID касеты год;
2024-04-19 14:45:29;2151020;26;4;6;ID касеты месяц;
2024-04-19 14:45:29;2151021;27;19;6;ID касеты день;
2024-04-19 14:45:29;2151022;28;9;6;ID касеты номер;
2024-04-19 14:45:32;2151028;19;true;1;Работа;
2024-04-19 14:46:00;2151050;25;0;6;ID касеты год;
2024-04-19 14:46:00;2151051;26;0;6;ID касеты месяц;
2024-04-19 14:46:00;2151052;27;0;6;ID касеты день;
2024-04-19 14:46:01;2151053;28;0;6;ID касеты номер;
2024-04-19 14:46:03;2151057;20;true;1;Авария процесса;
2024-04-19 14:46:08;2151062;20;false;1;Авария процесса;
2024-04-19 14:46:13;2151067;19;false;1;Работа;
2024-04-19 14:46:52;2151091;28;9;6;ID касеты номер;
2024-04-19 14:46:53;2151092;25;2024;6;ID касеты год;
2024-04-19 14:46:53;2151093;26;4;6;ID касеты месяц;
2024-04-19 14:46:53;2151094;27;19;6;ID касеты день;
2024-04-19 14:46:58;2151096;19;true;1;Работа;
2024-04-19 14:47:23;2151114;25;0;6;ID касеты год;
2024-04-19 14:47:23;2151115;26;0;6;ID касеты месяц;
2024-04-19 14:47:23;2151116;27;0;6;ID касеты день;
2024-04-19 14:47:23;2151117;28;0;6;ID касеты номер;
2024-04-19 14:47:24;2151118;20;true;1;Авария процесса;
2024-04-19 14:47:28;2151121;19;false;1;Работа;
2024-04-19 14:47:29;2151123;20;false;1;Авария процесса;
2024-04-19 14:48:33;2151189;25;2024;6;ID касеты год;
2024-04-19 14:48:33;2151190;26;4;6;ID касеты месяц;
2024-04-19 14:48:33;2151191;27;19;6;ID касеты день;
2024-04-19 14:48:33;2151192;28;9;6;ID касеты номер;
